"podcast","number","date","year","month","weekday","duration","host","title","summary","category","topic","guests"
"243","The Incomparable","142",2013-05-24,"2013","May","Friday",98.0333333333333,"Jason Snell","Free Public WiFi","From aliens in the wi-fi to a brain leech under a hat, from some bad nannying to a trio of idiots with a really big space magnet, it’s been an odd half-season for our favorite Time Lord. Here’s our recap of the second half of series 7 of “Doctor Who.” Plus: The Spoiler Horn makes it safe for everyone who wanted to learn the Doctor’s real name.","Shows","“Doctor Who” season 7 wrap-up.","Chip Sudderth, John Siracusa, Dan Moren, Scott McNulty"
"244","The Incomparable","141",2013-05-20,"2013","May","Monday",72.9333333333333,"Jason Snell","Tony Stark Wants the Credit","Put on your high-tech suit of armor and join us for our discussion of “Iron Man 3.” We talk about Tony’s post-traumatic stress, his problematic relationship with technology, and his questionable choice to use remote armor to give a present to his girlfriend. We also discuss the pros and cons of the first two Iron Man movies, analyze how this film fits in as a post-“Avengers” story, and appreciate Tony’s MacGyver moment.","Movies","“Iron Man 3.”","Lisa Schmeiser, Scott McNulty, Guy English"
"245","The Incomparable","140",2013-05-12,"2013","May","Sunday",85.6333333333333,"Jason Snell","The Sublime Magicks of Exposition","No more mutants! We discuss the 2005 Marvel Comics miniseries “House of M,” in which writer Brian Michael Bendis gets to show off his love of meetings, Doctor Strange, and meetings chaired by Doctor Strange! Also, there’s a crazy “What If?” style parallel universe, approximately a billion spin-offs, and in the cruelest twist, Peter Parker is briefly allowed to be happy. And finally there’s a shocking finale that set the tone for mutant storylines up to the present day. Listen before the Scarlet Witch wishes this podcast out of existence!","Comics","Marvel Comics’ “House of M.”","Lisa Schmeiser, Merlin Mann, Andy Ihnatko, Moisés Chiullan"
"246","The Incomparable","14",2010-12-05,"2010","December","Sunday",61.1,"Jason Snell","There’s Guacamole on the Holodeck","A new topic on the podast: video games! We talk classic (okay, OLD) games as well as the latest and greatest motion-controlled games. From Pong to the Kinect, we’ve got it covered—plus why the human race is doomed if someone invents a holodeck.","Games","Video Games","Dan Moren, John Siracusa, Greg Knauss, Steve Lutz, Tony Sindelar"
"247","The Incomparable","139",2013-05-04,"2013","May","Saturday",73.9,"Jason Snell","Flying Horse Angel People","We delve into the children’s literary classic “A Wrinkle In Time,” by Madeline L’Engle, as well as its recent graphic-novel adaptation by Hope Larson. Why is there a brain on that table? What are the pros and cons of cooking dinner on a Bunsen burner for the average Super-Cool Science Family? Come for the Cold War allegories about communism, stay to talk religion with a bunch of nerds!","Comics","“A Wrinkle In Time.”","Lisa Schmeiser, Serenity Caldwell, David J. Loehr"
"248","The Incomparable","138",2013-04-30,"2013","April","Tuesday",208.716666666667,"Scott McNulty","All Hail the Lion!","Bonus episode! Here’s the (warning: UNEDITED) result of our second Dungeons and Dragons session. After some dithering in the local vicinity, we venture out into the desert to meet glass spiders and some really unpleasant green guys.","Games","Our Dungeons and Dragons campaign continues.","Jason Snell, Dan Moren, Serenity Caldwell, Tony Sindelar, Steve Lutz"
"249","The Incomparable","137",2013-04-28,"2013","April","Sunday",65.2166666666667,"Jason Snell","Go Wash a Droid","We conclude our discussion of “Star Wars: Episode I - The Phantom Menace.” We discuss the merits of podracing, debate who the Jedi’s version of Fonzie is, and grapple with tricky euphemisms. Plus, is the final lightsaber duel cool or just over-choreographed? And why is there a hall full of forcefields, next to a room with no guard rails? Party on, Darth! (Part 2 of 2.)","Movies","“Star Wars: Episode I” (part 2 of 2)","Dan Moren, Greg Knauss, John Siracusa, Serenity Caldwell, Steve Lutz, Monty Ashley"
"250","The Incomparable","136",2013-04-20,"2013","April","Saturday",66.8666666666667,"Jason Snell","We Waited 16 Years For This?","They said it couldn’t be done! They said it shouldn’t be done! But here we are, talking about “Star Wars: Episode I — The Phantom Menace.” Why are the Jedi such jerks? A little Jedi goes a long way. Also, the biggest letdown of John Siracusa’s life to date, stupid droids, good actors being boring, text versus subtext, the merits of prequels in general, and why this is a movie that makes us dream… of a better movie. Exqueeze me? (Part 1 of 2.)","Movies","“Star Wars: Episode 1” (part 1 of 2)","Dan Moren, Greg Knauss, John Siracusa, Monty Ashley, Serenity Caldwell, Steve Lutz"
"251","The Incomparable","135",2013-04-14,"2013","April","Sunday",96.3,"Scott McNulty","Total Party Kill","Get out your 20-sided dice and join us in a game of Dungeons and Dragons. Scott McNulty is our DM. Jason, Ren, Dan, Steve, and Tony are our party. Things don’t go well.","Games","We play “Dungeons & Dragons.”","Jason Snell, Dan Moren, Serenity Caldwell, Steve Lutz, Tony Sindelar"
"252","The Incomparable","134",2013-04-07,"2013","April","Sunday",73.6,"Jason Snell","Obligatory Cannibalism","Load your shotgun and gather your platonic apocalypse friends around you! It’s time for us to discuss two books about the end of the world, Peter Heller’s “The Dog Stars” and Cormac McCarthy’s “The Road.” Do names matter when the world has ended? We also revisit John Siracusa’s doomsday plans (a moat is involved), Lex offers a depressing death plan, Jason extolls the virtue of dirty apocalypses, and Scott laughs it up from his apartment full of canned food.","Books","Apocalyptic novels “The Dog Stars” and “The Road.”","John Siracusa, Scott McNulty, Lex Friedman"
"253","The Incomparable","133",2013-04-01,"2013","April","Monday",47.2166666666667,"Jason Snell","Incomparable Radio Theater of the Air","How much do we love old-time radio dramas and full-cast audioplays? This much.","Special","Our salute to old-time radio drama.","David J. Loehr, Serenity Caldwell, Andy Ihnatko, Dan Moren, Glenn Fleishman"
"254","The Incomparable","132",2013-03-23,"2013","March","Saturday",64.8833333333333,"Jason Snell","Kind of Like a Dinosaur","Don’t make us angry… you wouldn’t like us when we’re angry. Our Comic Book Club talks all things Hulk. We begin with a discussion of two She-Hulk series, by John Byrne and Dan Slott, and then move to talk about Proper Hulk, Gray Hulk, Red Hulk, Planet Hulk, Ruffalo Hulk, and more! Plus: What are we reading? (Jason gets really excited about “Hawkeye,” who is not a Hulk.) And, other than being green, how is the Hulk like parsley? Channel your inner rage and listen to this episode.","Comics","Hulk, She-Hulk, and other Hulks I’ve known.","Lisa Schmeiser, Jason Brightman"
"255","The Incomparable","131",2013-03-16,"2013","March","Saturday",71.7166666666667,"Jason Snell","Professor Siracusa’s Anime 101","John Siracusa assigns us two animated films from director Satoshi Kon, “Perfect Blue” and “Millennium Actress.” Then we watch them! Featuring: What to look for in Anime tropes, blurring of reality and fantasy, when animation is better than live action, and the lovingly rendered start-up sequence of a Macintosh Performa.","Movies","Anime director Satoshi Kon.","John Siracusa, Lisa Schmeiser, Tony Sindelar"
"256","The Incomparable","130",2013-03-02,"2013","March","Saturday",71.0333333333333,"Jason Snell","And the Children Shall Lead","Disconnect the intelligent computer that runs your entire planetary society, because it’s time for the second half of our discussion of the original “Star Trek.” What do today’s kids think of this nearly 50-year-old show? We ponder the gender politics of splitting Captain Kirk (and a little dog in a weird costume) into good and evil halves. And what about the low standards of the Enterprise’s Engineering department? Please listen: It will only take 71 of your Earth minutes! (Part 2 of 2.)","Shows","The original “Star Trek.” (Part 2 of 2.)","Scott McNulty, Steve Lutz, Tony Sindelar"
"257","The Incomparable","13",2010-11-29,"2010","November","Monday",72.25,"Jason Snell","Harry Potter and the Picasso P.I.","In honor of the release of the seventh Harry Potter film, we convene a collection of panelists to discuss the books, the movies, the phenomenon that is J.K. Rowling’s young-wizard saga. (If you haven’t read the series, there are spoilers and also the entire podcast will make no sense. Except for the part about “Magnum P.I.” and Pablo Picasso. This episode sponsored by the word “exegesis” and the musical stylings of Tom Bombadil.)","Books","The Harry Potter Series","Dan Moren, Glenn Fleishman, Serenity Caldwell"
"258","The Incomparable","129",2013-02-25,"2013","February","Monday",78.9166666666667,"Jason Snell","Prescription Salad","Lay in a course and set your phaser to stun! We discuss our favorite (and least favorite) episodes of the original “Star Trek” series. Was Dr. McCoy promoting vegetarianism? Why did Spock have such a lovely collection of hats? What does Bob Barker have to do with the Guardian of Forever? Join us as we boldly go where so many have gone before. (Part 1 of 2.)","Shows","The original “Star Trek.” (Part 1 of 2.)","Scott McNulty, Steve Lutz, Tony Sindelar"
"259","The Incomparable","128",2013-02-16,"2013","February","Saturday",59.45,"Jason Snell","Bureaucracy Is Her Superpower","Cut off your thumb and send it to a friend just to see what grows! In this episode of our Book Club, we talk about Daniel O’Malley’s modern supernatural fantasy novel, “The Rook.” (We liked it a lot!) It’s sort of about a supernatural version of Britain’s MI-5, written by an American-educated Australian civil servant. Also: What are Scott, Dan, and Jason reading?","Books","“The Rook” by Daniel O’Malley.","Dan Moren, Scott McNulty"
"260","The Incomparable","127",2013-02-09,"2013","February","Saturday",42.3333333333333,"Dan Moren","Walking and Talking","We convened on the Macworld Live stage at Macworld/iWorld 2013 to discuss the works of Aaron Sorkin. From “The West Wing” to “Sports Night,” “The American President” to “The Social Network,” it’s all here.","Shows","Aaron Sorkin.","Dan Frakes, Lex Friedman, Serenity Caldwell, Jeff Carlson"
"261","The Incomparable","126",2013-02-02,"2013","February","Saturday",69.05,"Jason Snell","A Dark, Dark Narnia","Get out your magical key ring and prepare for our discussion of “Locke and Key” by Joe Hill and Gabriel Rodriguez. It’s a dark fantasy/horror comic with some touches of Stephen King, fitting since Joe Hill is Stephen King’s kid! It’s also really good. We drop some mild spoilers for Vol. 1, “Welcome to Lovecraft,” which you should go buy right now. Plus: What comics are we reading?","Comics","“Locke and Key.”","Lisa Schmeiser, Jason Brightman, Moisés Chiullan"
"262","The Incomparable","125",2013-01-26,"2013","January","Saturday",75.15,"Jason Snell","Kiss the Elf","Our fellowship is sundered, as we wrap up our look at the “Lord of the Rings” movies with a discussion of our favorite (and some least-favorite) performances. Also, is Yoda better than Gollum? Who likes Orcs, anyway? Why does Liv Tyler make Jason want to go to the bathroom? And there are many, many endings. (Part 2 of 2.)","Movies","The “Lord of the Rings” films (part 2 of 2)","Andy Ihnatko, Dan Moren, Glenn Fleishman, John Siracusa"
"263","The Incomparable","124",2013-01-19,"2013","January","Saturday",71.25,"Jason Snell","Hobbit Hanukkah","It’s a two-part podcast about a three-part movie series spread across six discs based on a novel divided into three parts! We tackle Peter Jackson’s “Lord of the Rings” trilogy, from its epic length to the perils of adapting such rich source material. Plus a spotter’s guide to differentiating between Dwarfy, Elfy, Beardy, and Hobbits One through Four. And Glenn proves that he knows Elvish. The road goes ever on, and on, and on… (Part 1 of 2.)","Movies","The “Lord of the Rings” films (part 1 of 2)","Andy Ihnatko, Dan Moren, Glenn Fleishman, John Siracusa"
"264","The Incomparable","123",2013-01-13,"2013","January","Sunday",75.9833333333333,"Jason Snell","Ski Lodge Pick","Insert a quarter and settle back to listen to us discuss the Oscar-nominated animated feature “Wreck-It Ralph,” which is inspired by classic video games. If you make it past the first level, you’ll also hear us discuss some of the video games our collection of elderly gentleman played when they were children back in the ’70s and ’80s. If you don’t make it that far, keep trying—the change machine’s right over there.","Games","“Wreck-It Ralph” and classic videogames.","Dan Frakes, Glenn Fleishman, John Siracusa, Monty Ashley, Steve Lutz"
"265","The Incomparable","122",2013-01-01,"2013","January","Tuesday",97.85,"Jason Snell","Recursive Clip Loop: Our 2012 Favorites","We say goodbye to 2012 by listing our favorite stuff from the past year. We also recall our favorite podcast moments, read a whole bunch of listener comments, and celebrate the three brand-new words we popularized this year. (This is a new episode, though it does contain a few classic Incomparable clips from 2012—and beyond.)","Special","The best of 2012.","Dan Moren, Glenn Fleishman, John Siracusa, Lisa Schmeiser, Scott McNulty"
"266","The Incomparable","121",2012-12-26,"2012","December","Wednesday",40.75,"Jason Snell","Ice Mary Poppins","A live “flash” episode recorded right after we watched the 2012 “Doctor Who” Christmas special, “The Snowmen.” We welcome (back?) Jenna-Louise Coleman and discuss whether this new start for the Doctor has rekindled our enthusiasm for the show.","Shows","“The Snowmen,” Doctor Who’s 2012 Christmas episode.","Dan Moren, Scott McNulty, Serenity Caldwell"
"267","The Incomparable","120",2012-12-23,"2012","December","Sunday",71.2166666666667,"Jason Snell","A Horse with a Hat","Showing remarkable optimism, we gathered on the eve of the Mayan apocalypse to discuss movies we might see in 2013. In this episode, we discuss the trailers for much-anticipated films “Star Trek Into Darkness”, “Man of Steel”, “Pacific Rim”, “Oblivion”, “After Earth”, “The Lone Ranger”, and “Upstream Color.” Also: Robot Thursdays, the merits of Star Trek punctuation, a Bolivian, Ethan Hunt versus the Fresh Prince, and traditional Kryptonian formalwear.","Movies","Anticipating the blockbuster films of 2013.","Dan Moren, John Siracusa, Scott McNulty, Steve Lutz"
"268","The Incomparable","12",2010-11-23,"2010","November","Tuesday",68.15,"Jason Snell","He Who Controls Mr. Peanut Controls the World","Discussing Joss Whedon, from Buffy to Firefly (to the Avengers?) and everything in between. What’s the appeal? What are our favorite episodes? Why did Firefly die young and leave a great-looking corpse?","Shows","Joss Whedon","Dan Moren, John Siracusa, Serenity Caldwell"
"269","The Incomparable","119",2012-12-15,"2012","December","Saturday",101.683333333333,"Jason Snell","The Guilt-Trip Superhero","With great power comes the responsibility to book great guests. And so when it came time to discuss “The Amazing Spider-Man” and Spidey in general, Jason turned to reknowned spider-fans Andy Ihnatko and Dan Benjamin. We discuss how the Spidey in the new movie is a different sort of guilt-trip superhero. Dan explains why you can’t actually kill a spider. Andy previews his new comic book, The Indigestible Spider-Man. We touch on the changes in Ultimate Spider-Man and speculate about the soon-to-arrive Amazing Spider-Man #700. Jason sings two different Spidey theme songs and does his J. Jonah Jameson impression. This giant-sized episode is more Spidey than you can shake a web at.","Comics","“The Amazing Spider-Man.”","Andy Ihnatko, Dan Benjamin"
"270","The Incomparable","118",2012-12-09,"2012","December","Sunday",61.4666666666667,"Jason Snell","The Incomparable Holiday Vault 2","Trim the tree, wrap the presents, and watch out for the killer in your attic! It’s time for us to place five new gems into the Incomparable Holiday Vault! We discuss some beloved holiday classics and offer a few surprise choices. This is a darker installment, as we uncover the racism in some holiday staples, and then Steve inducts a horror movie. And can a talk show really be a holiday special? You’re gonna shoot your eye out with that thing!","Movies","Five favorite holiday films or TV shows.","Andy Ihnatko, Dan Moren, Glenn Fleishman, Lisa Schmeiser, Steve Lutz"
"271","The Incomparable","117",2012-12-03,"2012","December","Monday",68.5333333333333,"Jason Snell","Intergalactic FedEx","We follow up on our previous episode to ask Serenity Caldwell how she uses her iPhone to read books (and discover her shocking method of scanning pages). Then there’s a discussion of Lois McMaster Bujold’s latest Vorkosigan novel, “Captain Vorpatril’s Alliance.” Finally (at 65 minutes in if you’re skipping ahead), Jason asks Scott to recommend which unread book on his Kindle he should dive into next.","Books","“Captain Vorpatril’s Alliance” and reading on the iPhone.","Dan Moren, Scott McNulty, Serenity Caldwell"
"272","The Incomparable","116",2012-11-25,"2012","November","Sunday",66.6833333333333,"Jason Snell","Very Well-Read Hobos","We talk a lot about what we read, but how do we read? Join our Book Club as we talk about ebooks, paper books, and libraries, and how we like to read today. Plus, we tell you some of the books we’re reading right now.","Books","Ebooks versus paper books. Plus what we’re reading.","Dan Moren, Lex Friedman, Scott McNulty"
"273","The Incomparable","115",2012-11-19,"2012","November","Monday",85.1833333333333,"Jason Snell","For Dunces, By Dunces, To Dunces","Turn on your electrical generators, fire your nuclear missiles, and notch your bow and arrow—it’s time for our review of the fall TV season, including both new and returning shows. We discuss “Revolution,” the since-cancelled “Last Resort,” “Arrow,” “Elementary,” and returning shows “Fringe,” “The Walking Dead,” “Boardwalk Empire,” and many others!","Shows","A review of new and returning fall TV shows.","Andy Ihnatko, Dan Moren, John Siracusa, Scott McNulty"
"274","The Incomparable","114",2012-10-31,"2012","October","Wednesday",62.6833333333333,"Jason Snell","When You Wish Upon a Star Wars","Were we pranked, or did Disney really just buy Lucasfilm and announce a new Star Wars trilogy? We decided to just assume it’s happening and record a live flash podcast about this unexpected turn of events.","Movies","A review of new and returning fall TV shows.","Ben Boychuk, Dan Moren, John Siracusa, Serenity Caldwell"
"275","The Incomparable","113",2012-10-27,"2012","October","Saturday",50.35,"Jason Snell","Indiana Jones is Immortal Now!","We discuss the Indiana Jones movie series, including a brief revisitation of “Raiders of the Lost Ark,” the good parts of “Temple of Doom,” Dan’s childhood love for “Last Crusade,” and utter denial about “Kingdom of the Crystal Skull.” Also, Lex hasn’t seen it. Recorded live at Cingleton Symposium, Montreal, October 2012.","Not provided","Not provided","Dan Moren, Lex Friedman, Serenity Caldwell"
"276","The Incomparable","112",2012-10-20,"2012","October","Saturday",85.3333333333333,"Jason Snell","Schrodinger’s Cat Box","Our very own Glenn Fleishman’s was on “Jeopardy!” We debriefed him about his adventures immediately on his return. In this episode, Jason and Glenn are also joined by Andy Ihnatko and Steve Lutz, and we talk about game shows and their modern reality-competition show equivalents, as well as harken back to the heyday of the panel show, where drunk celebrities engaged in witty repartee. It’s an episode so comfy you’ll feel like you were back in the womb at Bill Cullen’s house.","Not provided","Not provided","Andy Ihnatko, Glenn Fleishman, Steve Lutz"
"277","The Incomparable","111",2012-10-16,"2012","October","Tuesday",114.066666666667,"Jason Snell","These Go to Eleven","Rob Reiner’s legendary heavy-metal mockumentary “This is Spinal Tap” is in our sights. This is one of our very favorite films, and so Jason, Andy Ihnatko, and Ben Boychuk talk about why they love it while regaling one another with favorite lines from this amazingly quotable movie.","Movies","“This Is Spinal Tap.”","Andy Ihnatko, Ben Boychuk"
"278","The Incomparable","110",2012-10-05,"2012","October","Friday",64.8166666666667,"Jason Snell","Cyborg Cowboy","Robot sheriff, coming through! We break down the first half of “Doctor Who” season 7, and discover the truth about the Siracusa Threshold. Today we are all John Siracusa, except for Scott. He’s our Rory.","Not provided","Not provided","Dan Moren, Glenn Fleishman, John Siracusa, Scott McNulty"
"279","The Incomparable","11",2010-11-10,"2010","November","Wednesday",67.0333333333333,"Jason Snell","To Be Continued?","Three Hugo winners enter our Book Club. “Spin” by Robert Charles Wilson, “Hyperion” by Dan Simmons, and “The Yiddish Policeman’s Union” by Michael Chabon. Also: Why sequels suck. And we’ll work you like a ham!","Books","Spin, Hyperion, The Yiddish Policemen’s Union","Dan Moren, Glenn Fleishman, Greg Knauss, Scott McNulty"
"280","The Incomparable","109",2012-09-30,"2012","September","Sunday",68.8666666666667,"Jason Snell","Evil, Surfing Ronald McDonald","Soon to be a major motion picture you probably shouldn’t see, David Mitchell’s 2004 novel “Cloud Atlas” is in our sights. This novel consists of six separate stories set in different genres and timeframes from the 1850s to a post-apocalyptic future, and yet they’re all interlinked. Somehow. It’s fun, weird, and challenging, but what does it all mean? Read it now before every character in it becomes Tom Hanks and Halle Berry.","Not provided","Not provided","Scott McNulty, Steve Lutz"
"281","The Incomparable","108",2012-09-16,"2012","September","Sunday",89.5,"Jason Snell","Journey: Then We Touched, Then We Sang","A video game beloved by John Siracusa, “Journey” for the PS3, is in the spotlight. We toot the biggest Spoiler Horn of all time — don’t listen if you haven’t played it! — and then talk about what we liked and didn’t like about Thatgamecompany’s desert-and-spoiler epic.","Not provided","Not provided","Dan Moren, Jason Tocci, Steve Lutz, John Siracusa, Tony Sindelar"
"282","The Incomparable","107",2012-09-09,"2012","September","Sunday",107.266666666667,"Jason Snell","A Little Obsessed With Kirk","We take on one of our favorite movies, “Star Trek II: The Wrath of Khan,” while also acknowledging the flaws that make it all the more lovable. Topics include: How Genesis is the galaxy’s worst Kickstarter project; Why it’s always important to count the planets, especially at Ceti Alpha; The size of the Botany Bay library and why it makes Khan so mad at Kirk; Why Scott’s email is more secure than the Reliant; The real name of Khan’s right-hand man; and how Spock’s death solves Kirk’s mid-life crisis. Also, we scientifically prove that “Wrath of Khan” is better than Star Wars.","Movies","“Star Trek II: The Wrath of Khan”","Scott McNulty, Steve Lutz, Michael Gartenberg"
"283","The Incomparable","106",2012-09-04,"2012","September","Tuesday",47.9833333333333,"Jason Snell","Dance With a Dalek in the Pale Moonlight","FLASH! A bonus (unedited) episode, in which we react quickly to the premiere episode of this season of Doctor Who, “Asylum of the Daleks.” Plus: The Incomparable won an award! For podcasting! We react quickly to the announcement of the Hugo Awards. And we do many, many Dalek impressions.","Not provided","Not provided","Dan Moren, Glenn Fleishman, John Siracusa, Monty Ashley"
"284","The Incomparable","105",2012-09-02,"2012","September","Sunday",72.7,"Jason Snell","That Mr. Hitler Seems Nice","Our Book Club reconvenes to discuss Jo Walton’s Small Change trilogy of novels, “Farthing,” “Ha’Penny,” and “Half a Crown.” (We fire off the spoiler horn before each novel.) These novels explore an alternate-history in which Britain makes peace with Nazi Germany, and focus on a detective who just wants to do his job—but his job keeps changing in increasingly awful ways.","Not provided","Not provided","Dan Moren, Glenn Fleishman, Scott McNulty, Serenity Caldwell"
"285","The Incomparable","104",2012-08-26,"2012","August","Sunday",90.7333333333333,"Jason Snell","Kids Have Bad Taste","Believe it or not, some of us have managed to breed successfully. Even Steve Lutz. So we talk about what media we provide for our kids. Topics include dealing with the Star Wars prequels, Spongebob Squarepants, how young you need to be to watch “Apocalypse Now” or “The Exorcist,” why “Tron: Legacy” cost Ben dearly, why John became a master weaponsmith in his childhood, Jason’s debates with his son over whether Spider-Man or Batman is better, Lisa’s childhood reading of “The Godfather,” picking video games for your kids, and how your children’s peers will just ruin them anyway.","Not provided","Not provided","Ben Boychuk, Dan Frakes, Glenn Fleishman, John Siracusa, Lisa Schmeiser, Steve Lutz"
"286","The Incomparable","103",2012-08-19,"2012","August","Sunday",68.7166666666667,"Jason Snell","Fat-Guy Comics","Our Comic Book Club returns to discuss super-team comics. What makes them work, and what makes them fail? And our primary subject is Top 10, Alan Moore’s other amazing twelve-issue superhero comic series. If you haven’t read it yet, you should!","Comics","“Top 10”","Lisa Schmeiser, Jason Brightman"
"287","The Incomparable","102",2012-08-12,"2012","August","Sunday",88.05,"Jason Snell","Princess Indiana Jones","Pixar takes on princesses with the new film “Brave.” We discuss Pixar’s mother/bear-daughter story, but also the larger issues of female characters in animation and film in general. What’s wrong with the Disney Princesses? Why can’t girls play Belle or Ariel as if they were an action hero, anyway? How does Merida compare with the female protagonists in Miyazaki’s work? Did Pixar change its own fate?","Not provided","“Brave.”","Andy Ihnatko, Dan Frakes, John Siracusa, Serenity Caldwell"
"288","The Incomparable","101",2012-08-05,"2012","August","Sunday",62.8333333333333,"Jason Snell","Insular Nerdosphere","Our Book Club discusses “Redshirts” by John Scalzi. It’s a book that’s far more complex than its elevator-pitch premise would suggest, but did our panel appreciate its winking narrative-within-narrative structure? And more broadly, why are we worried about some of our favorite geek creators turning inward and pandering to the nerd audience?","Not provided","Not provided","Glenn Fleishman, Scott McNulty, Serenity Caldwell"
"289","The Incomparable","100",2012-07-25,"2012","July","Wednesday",79.6833333333333,"Jason Snell","Who Cares What We Think?","In our hundredth episode, we take a look at why we do The Incomparable. Can entertainment be appreciated without analysis and criticism? We also discuss how The Incomparable came to be, and pick some of our favorite (and least favorite) moments. Please forgive us for this self-indulgent meta-episode. We promise not to do another one until number 200.","Not provided","Not provided","Dan Moren, Glenn Fleishman, John Siracusa, Scott McNulty, Serenity Caldwell, Steve Lutz"
"290","The Incomparable","10",2010-10-31,"2010","October","Sunday",57.0333333333333,"Jason Snell","It’s Clobberin’ Time!","The Fantastic Four is the topic of this installment of our Comic Book Club! We talk “Unstable Molecules,” a strange mini-series about the fictional “inspiration” for the Fantastic Four. Also: the bad movies and worse TV shows, Ultimate Fantastic Four, and more.","Comics","The Fantastic Four","Lisa Schmeiser, Jason Brightman"
"291","The Incomparable","1",2010-08-22,"2010","August","Sunday",53.0333333333333,"Jason Snell","We’ll Always Have Zeppelins","In the very first episode ever of The Incomparable, recorded before we even knew what we were going to be called, we talk about a whole bunch of novels, including China Mieville’s “The City and The City,” Paolo Bacigalupi’s “The Windup Girl,” and Cory Doctorow’s “For the Win.” We mispronounce some of their names, float an idea for books that burn themselves, and ask the most important question a reader should ask: Are there Zeppelins?","Books","The City in the City, The Windup Girl, For the Win","Dan Moren, Glenn Fleishman, Scott McNulty"
